Local Time (Timezone : GMT+8h),Chilled Water Rate (L/sec),Cooling Water Temperature (C),Building Load (RT),Chiller Energy Consumption (kWh),Outside Temperature (F),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
3/18/2020 14:00,120.2,31.6,733.8,205.3,91,72,52,12,29.8
3/18/2020 14:30,124.7,31.4,685.9,192.5,90,72,55,14,29.77
3/18/2020 15:00,122.5,31,674,185.9,91,72,52,14,29.74
3/18/2020 15:30,124.5,31.8,708.8,199.2,91,73,55,14,29.74
3/18/2020 16:00,124,31.5,697.3,194.5,90,73,59,15,29.74
3/18/2020 16:30,124.3,31.2,697.7,191.3,90,73,59,14,29.71
3/18/2020 17:00,123.3,31.3,702.4,193.4,88,73,62,14,29.74
3/18/2020 17:30,122.3,31.3,703.3,193.1,86,73,66,14,29.74
3/18/2020 18:00,120.1,31.4,695.8,194.2,86,73,66,12,29.74
3/18/2020 18:30,116.1,30.8,666.1,181.4,84,73,70,9,29.77
3/18/2020 19:00,102,30.7,591.3,156,84,73,70,9,29.8
3/18/2020 19:30,88.5,31.8,546.2,119.8,82,75,79,9,29.8
3/18/2020 20:00,94.9,30.9,509.6,107.9,82,75,79,9,29.83
3/18/2020 20:30,93.9,31.1,507.6,108.1,82,75,79,9,29.83
3/18/2020 21:00,93.2,31.4,511.9,109.7,82,75,79,10,29.86
3/18/2020 21:30,92.4,31.7,510.9,110.8,82,75,79,8,29.86
3/18/2020 22:00,91.9,31.8,506.7,111.7,82,75,79,8,29.86
3/18/2020 22:30,91,31.8,501.1,111.2,82,75,79,8,29.86
3/18/2020 23:00,89.9,31.6,482.9,110.8,82,75,79,8,29.86
3/18/2020 23:30,89.8,31.5,486.8,109,82,73,74,7,29.86
3/19/2020 0:00,87,31.3,467.5,108.8,82,75,79,7,29.86
3/19/2020 0:30,85.8,31,450,110.1,81,73,79,10,29.83
3/19/2020 1:00,85.2,30.6,427.5,104.4,81,73,79,5,29.83
3/19/2020 1:30,86.5,30.3,417.7,100.1,81,73,79,8,29.83
3/19/2020 2:00,85.6,30.3,416.4,99.3,81,73,79,7,29.83
3/19/2020 2:30,85.2,30.3,417,99,81,73,79,5,29.83
3/19/2020 3:00,85.4,30.2,415.1,99,81,73,79,3,29.8
3/19/2020 3:30,84.8,30.1,412.7,97,79,73,83,3,29.8
3/19/2020 4:00,85.4,30,413.3,97.5,79,73,83,2,29.8
3/19/2020 4:30,84,29.8,404.2,94.8,79,73,83,3,29.8
3/19/2020 5:00,86.9,29.8,418.1,96.5,79,73,83,2,29.8
3/19/2020 5:30,88.6,30,425.7,98.2,79,73,83,2,29.8
3/19/2020 6:00,91.4,30,451.1,98.4,79,73,83,2,29.8
3/19/2020 6:30,97.1,30.5,481,98.1,79,73,83,2,29.8
3/19/2020 7:00,100.7,30.5,518.5,108,79,73,83,2,29.83
3/19/2020 7:30,124.3,29.7,679.4,177.1,81,73,79,2,29.83
3/19/2020 8:00,91,30,514.1,107.6,81,73,79,2,29.86
3/19/2020 8:30,121.7,30.2,714.5,182.4,84,73,70,6,29.86
3/19/2020 9:00,96.7,30.2,554.9,129.4,84,73,70,7,29.86
3/19/2020 9:30,121.4,30,644.3,165.9,84,73,70,9,29.89
3/19/2020 10:00,93.3,31.9,595.9,127.3,86,73,66,9,29.89
3/19/2020 10:30,110.5,32.3,657.2,154.8,88,73,62,8,29.89
3/19/2020 11:00,123.4,30.8,700.7,189.6,88,72,58,6,29.89
3/19/2020 11:30,95,31,586.8,129.4,90,70,52,7,29.86
3/19/2020 12:00,124.7,30.7,740.4,195,90,72,55,7,29.86
3/19/2020 12:30,91.4,31.3,579.7,124,90,70,52,9,29.86
3/19/2020 13:00,105,32.1,626.2,138,90,70,52,8,29.83
3/19/2020 13:30,112.8,31.4,605,128.6,90,68,49,6,29.83
3/19/2020 14:00,112.5,31.5,598.1,128.2,90,68,49,7,29.8
3/19/2020 14:30,112.4,31,589.8,125,90,68,49,7,29.8
3/19/2020 15:00,112.5,31.1,592.1,124.9,90,68,49,6,29.77
3/19/2020 15:30,114.1,32.5,622.5,137.5,90,72,55,8,29.77
3/19/2020 16:00,119.1,31.5,685.6,170.6,86,72,62,10,29.74
3/19/2020 16:30,120.2,30.7,664.9,181.8,86,73,66,10,29.74
3/19/2020 17:00,120.1,30.6,659.6,179.4,86,73,66,10,29.74
3/19/2020 17:30,119.7,30.1,649.6,171.7,84,73,70,10,29.74
3/19/2020 18:00,119.6,30.8,659.3,180.6,84,73,70,7,29.77
3/19/2020 18:30,115.8,30.7,645.3,178.1,84,73,70,12,29.77
3/19/2020 19:00,88.5,32.1,566.8,131.7,82,73,74,10,29.77
3/19/2020 19:30,94.6,33.2,565.2,130.7,82,73,74,9,29.8
3/19/2020 20:00,97.7,32.8,537.2,122.9,82,73,74,8,29.83
3/19/2020 20:30,96.9,32.5,534.4,120.8,82,73,74,7,29.83
3/19/2020 21:00,95.7,32.3,523.1,117.5,82,73,74,8,29.83
3/19/2020 21:30,93.3,31.8,503.7,111.1,82,73,74,7,29.86
3/19/2020 22:00,92.2,31.6,492.1,108.3,82,73,74,5,29.86
3/19/2020 22:30,91.4,31.3,481.6,105.1,81,73,79,3,29.86
3/19/2020 23:00,90.3,30.9,462.7,99.8,81,73,79,3,29.89
3/19/2020 23:30,89.5,30.6,452.7,96.3,81,73,79,5,29.89
3/20/2020 0:00,87,30.3,434.3,93.5,81,73,79,6,29.89
3/20/2020 0:30,86.3,30.1,418.2,91.4,81,73,79,6,29.89
3/20/2020 1:00,84.6,30.1,407.7,90.2,81,73,79,5,29.86
3/20/2020 1:30,85.4,30.2,413.3,93.6,81,73,79,5,29.86
3/20/2020 2:00,84.4,30.1,404.9,97.2,81,73,79,5,29.83
3/20/2020 2:30,83.8,30,400.1,96,81,73,79,3,29.83
3/20/2020 3:00,84.8,30,402.9,96,81,72,74,3,29.83
3/20/2020 3:30,83.9,29.9,397.8,95.8,79,73,83,2,29.8
3/20/2020 4:00,83.5,29.6,392.5,93,79,72,78,3,29.8
3/20/2020 4:30,80.4,29.3,372.1,88.5,79,72,78,1,29.83
3/20/2020 5:00,82.2,29.3,387.8,89.7,79,73,83,3,29.83
3/20/2020 5:30,84.1,29.6,404,94,79,72,78,3,29.83
3/20/2020 6:00,87.9,29.9,434.5,96,79,72,78,3,29.83
3/20/2020 6:30,92.4,30.4,456.2,96.9,79,72,78,5,29.83
3/20/2020 7:00,99.1,30.9,514.8,108.2,79,72,78,3,29.86
3/20/2020 7:30,112.6,32.2,602,134.9,81,73,79,3,29.86
3/20/2020 8:00,111.2,32,594.4,132.1,82,73,74,6,29.86
3/20/2020 8:30,110.3,32.1,597.4,131.3,82,73,74,6,29.89
3/20/2020 9:00,110.2,32.1,599.7,132.3,84,72,66,8,29.89
3/20/2020 9:30,109.5,32.3,597.9,132.3,86,73,66,6,29.89
3/20/2020 10:00,110.2,32.7,612.9,138.1,86,73,66,7,29.89
3/20/2020 10:30,111.1,33,624.4,142.8,86,73,66,5,29.89
3/20/2020 11:00,112.2,33.2,626.9,143.5,86,73,66,5,29.89
3/20/2020 11:30,113.1,33.2,632.7,143.5,88,73,62,6,29.89
3/20/2020 12:00,113.7,31.7,653.5,171.1,88,73,62,6,29.89
3/20/2020 12:30,118.2,30.1,656.4,175.4,88,73,62,7,29.86
3/20/2020 13:00,92.7,32.3,611.2,133.8,86,73,66,8,29.86
3/20/2020 13:30,109.2,33.5,626.7,143.2,88,73,62,12,29.83
3/20/2020 14:00,116.4,33.5,634.9,143.4,90,73,59,8,29.83
3/20/2020 14:30,117,33.5,635,142.7,88,73,62,8,29.8
3/20/2020 15:00,121.3,32.3,734.8,190.5,86,73,66,8,29.8
3/20/2020 15:30,127.3,31.6,712.4,199.4,86,73,66,14,29.8
3/20/2020 16:00,123.9,31.6,699.9,195.6,84,73,70,10,29.77
3/20/2020 16:30,122.9,31.4,693.8,192.1,84,73,70,10,29.77
3/20/2020 17:00,121.6,31.2,685.3,189.8,84,73,70,9,29.77
3/20/2020 17:30,119.4,31.5,675.5,190.1,84,73,70,12,29.8
3/20/2020 18:00,118.2,31.2,665.5,185.7,84,73,70,12,29.8
3/20/2020 18:30,114.9,30.9,638.8,179.4,82,73,74,12,29.8
3/20/2020 19:00,87.7,32.2,565.4,126.5,82,73,74,8,29.8
3/20/2020 19:30,97,32.1,539.5,118.8,82,73,74,10,29.83
3/20/2020 20:00,98,31.7,523.7,114,82,73,74,8,29.83
3/20/2020 20:30,96.1,31.5,511.9,110.5,82,73,74,7,29.83
3/20/2020 21:00,94.6,31.4,502.1,107.7,82,73,74,7,29.86
3/20/2020 21:30,92.9,31.1,488.2,104.8,82,73,74,6,29.86
3/20/2020 22:00,92.2,30.7,465.8,102.4,82,73,74,7,29.86
3/20/2020 22:30,92.3,30.5,453.8,98.1,82,73,74,7,29.86
3/20/2020 23:00,92.8,30.6,463.6,99,81,73,79,6,29.89
3/20/2020 23:30,92.1,31,489.4,105.1,81,73,79,7,29.89
3/21/2020 0:00,88.6,30.7,454.9,104.2,82,73,74,8,29.86
3/21/2020 0:30,87.9,30.3,426.3,101,81,73,79,7,29.86
3/21/2020 1:00,88.5,30.2,421.9,99.1,81,73,79,7,29.83
3/21/2020 1:30,88,30.1,420.1,98.9,81,73,79,7,29.83
3/21/2020 2:00,87.8,30.2,425.7,99.6,81,73,79,6,29.83
3/21/2020 2:30,88.3,30.4,429.7,101.9,81,73,79,6,29.83
3/21/2020 3:00,88,30.4,431.3,102,81,73,79,5,29.8
3/21/2020 3:30,88.9,30.4,431.7,101.9,81,73,79,5,29.8
3/21/2020 4:00,87.7,30.3,424.6,99.9,81,73,79,3,29.8
3/21/2020 4:30,87.6,30.3,423.1,100.1,81,73,79,2,29.83
3/21/2020 5:00,87.5,30.4,425.1,101.1,81,73,79,2,29.83
3/21/2020 5:30,88.1,30.5,432.7,102,81,75,84,3,29.83
3/21/2020 6:00,88.3,30.4,431.5,102,81,75,84,3,29.83
3/21/2020 6:30,87.9,30.5,432.1,102,81,75,84,6,29.83
3/21/2020 7:00,95,30.8,480.8,106,81,75,84,6,29.86
3/21/2020 7:30,110.4,32,564.8,120.7,81,75,84,6,29.86
3/21/2020 8:00,111.1,32.2,577.2,124.1,82,75,79,5,29.86
3/21/2020 8:30,112.5,32.8,598.3,132.2,84,73,70,8,29.89
3/21/2020 9:00,112.6,33.1,600.4,135.4,86,75,70,8,29.89
3/21/2020 9:30,112.8,33.5,609,137.8,86,75,70,8,29.89
3/21/2020 10:00,113.1,33.6,610.4,139.9,88,75,66,8,29.89
3/21/2020 10:30,113.1,33.7,610.7,140.8,88,75,66,7,29.89
3/21/2020 11:00,112.8,33.5,600,137,86,75,70,9,29.89
3/21/2020 11:30,112.6,33.3,593,134.1,84,75,74,8,29.89
3/21/2020 12:00,112.4,33.4,593.9,134.5,81,77,89,9,29.89
3/21/2020 12:30,112.6,33.5,601.1,135.4,77,75,94,14,29.86
3/21/2020 13:00,112.6,33.8,603.5,138.8,77,75,94,8,29.86
3/21/2020 13:30,112.6,33.9,606.9,140.3,79,77,94,2,29.83
3/21/2020 14:00,112.5,33.9,609.2,140.5,79,77,94,2,29.8
3/21/2020 14:30,112.9,34.1,618.5,143.9,81,77,89,2,29.8
3/21/2020 15:00,113.1,33.9,627.3,144,82,77,84,2,29.8
3/21/2020 15:30,112.9,33.8,629,144,84,77,79,0,29.77
3/21/2020 16:00,112.4,33.3,625.1,142,84,77,79,5,29.77
3/21/2020 16:30,112.4,33.6,622.3,141.8,82,75,79,5,29.77
3/21/2020 17:00,109.9,32.7,583.9,129.4,84,77,79,6,29.77
3/21/2020 17:30,105.9,32.3,558.9,120.9,84,77,79,6,29.77
3/21/2020 18:00,107.5,32.7,576.1,125.4,84,75,74,5,29.8
3/21/2020 18:30,109.3,32.9,581.9,128.9,84,75,74,7,29.8
3/21/2020 19:00,105.8,32.8,562.5,125.1,82,75,79,6,29.8
3/21/2020 19:30,101.2,32.6,541.7,119,82,75,79,7,29.83
3/21/2020 20:00,101.4,32.7,550.8,120.7,82,77,84,7,29.83
3/21/2020 20:30,101.2,32.7,547,120.4,81,75,84,9,29.86
3/21/2020 21:00,99.3,32.7,535.7,117.8,81,75,84,8,29.86
3/21/2020 21:30,96.4,32.3,519.1,112.9,81,75,84,7,29.89
3/21/2020 22:00,96,32.2,516.1,111.1,81,77,89,6,29.89
3/21/2020 22:30,94.9,32.1,509.1,111,81,77,89,13,29.89
3/21/2020 23:00,95.5,32.2,511.3,111,81,77,89,9,29.89
3/21/2020 23:30,95.3,32.3,509.7,111.7,81,77,89,3,29.86
3/22/2020 0:00,93.3,32.1,500.8,111.2,81,77,89,2,29.89
3/22/2020 0:30,91.5,32,483.8,110.5,81,77,89,3,29.86
3/22/2020 1:00,91.8,31.9,478.9,109.9,81,77,89,2,29.86
3/22/2020 1:30,91.2,31.8,469.2,108,81,77,89,1,29.83
3/22/2020 2:00,90.8,31.7,469,108,81,77,89,3,29.83
3/22/2020 2:30,91.3,31.6,467.5,107.2,81,77,89,2,29.8
3/22/2020 3:00,90.4,31.6,461.3,106.9,81,77,89,1,29.8
3/22/2020 3:30,91.5,31.6,466.7,107.4,79,77,94,3,29.8
3/22/2020 4:00,89.7,31.5,456.7,109.7,79,77,94,1,29.8
3/22/2020 4:30,90.4,31.5,456.7,113,79,77,94,2,29.8
3/22/2020 5:00,86.6,31.3,444.4,108.7,79,77,94,2,29.8
3/22/2020 5:30,87.2,31.4,457.3,111,79,77,94,3,29.8
3/22/2020 6:00,87.1,31.4,455.9,111,79,77,94,3,29.8
3/22/2020 6:30,86.4,31.3,451.7,109.5,79,75,89,3,29.83
3/22/2020 7:00,92.6,31.5,481.9,111.4,79,75,89,2,29.83
3/22/2020 7:30,97.8,32,513.8,111,81,75,84,2,29.83
3/22/2020 8:00,99.2,32.2,532.8,114.4,81,75,84,3,29.86
3/22/2020 8:30,101.3,32.8,560.1,123,82,75,79,3,29.86
3/22/2020 9:00,105.9,33.3,580.9,131.1,84,77,79,2,29.86
3/22/2020 9:30,107.9,33.6,594.4,136.1,84,75,74,5,29.86
3/22/2020 10:00,108.6,33.7,597,137,84,75,74,3,29.89
3/22/2020 10:30,107.2,33.6,587.7,133.9,82,77,84,3,29.86
3/22/2020 11:00,107.4,33.6,583.5,133.1,84,77,79,8,29.86
3/22/2020 11:30,106.7,33.4,579,130.9,82,77,84,7,29.86
3/22/2020 12:00,107,33.4,576.8,130.4,82,75,79,9,29.86
3/22/2020 12:30,106.1,33,567,125.9,82,75,79,8,29.83
3/22/2020 13:00,106.6,33.1,565.9,126.3,84,75,74,6,29.83
3/22/2020 13:30,107.8,33.6,582.1,132.2,84,75,74,5,29.8
3/22/2020 14:00,109.8,34.3,603.3,142,84,77,79,6,29.8
3/22/2020 14:30,110.4,34.3,610.9,143.5,84,77,79,5,29.77
3/22/2020 15:00,110.1,34,612.5,142.2,82,77,84,3,29.77
3/22/2020 15:30,109.4,33.6,597.1,136.9,77,75,94,13,29.77
3/22/2020 16:00,103.4,31,536.9,111.4,75,75,100,3,29.77
3/22/2020 16:30,97.6,29.5,479.1,92.8,77,75,94,7,29.77
3/22/2020 17:00,97.8,30.3,502.6,100.5,77,75,94,6,29.77
3/22/2020 17:30,98.4,30.8,517,105.4,77,75,94,3,29.77
3/22/2020 18:00,98.5,30.8,513.8,104.9,79,75,89,3,29.77
3/22/2020 18:30,98.4,30.9,522.4,106.2,77,75,94,3,29.77
3/22/2020 19:00,96.8,30.8,503.7,103.3,79,75,89,5,29.77
3/22/2020 19:30,95.4,30.9,502.5,103.1,79,75,89,3,29.8
3/22/2020 20:00,95.2,31,506.1,104.4,79,75,89,3,29.8
3/22/2020 20:30,95.1,31,509.7,105,79,75,89,2,29.8
3/22/2020 21:00,92.4,30.8,486.6,101.1,79,75,89,3,29.8
3/22/2020 21:30,91,30.6,474.9,99,79,75,89,1,29.83
3/22/2020 22:00,90.5,30.7,472.7,99.2,77,77,100,0,29.83
3/22/2020 22:30,90.6,30.9,475.1,101.5,79,77,94,1,29.83
3/22/2020 23:00,90.4,31.2,476.8,104.6,79,77,94,2,29.86
3/22/2020 23:30,90.9,31.4,478.4,105,81,77,89,3,29.86
3/23/2020 0:00,88.7,31.4,467.1,106.9,81,77,89,2,29.89
3/23/2020 0:30,86.4,31.1,444.6,108,81,77,89,3,29.86
3/23/2020 1:00,87,31.2,447.9,109.6,81,77,89,2,29.86
3/23/2020 1:30,85.9,31.2,439.5,108.3,81,77,89,1,29.83
3/23/2020 2:00,85.5,31,436.4,105.8,81,77,89,3,29.83
3/23/2020 2:30,84.7,30.8,435.7,105,81,77,89,2,29.8
3/23/2020 3:00,84.6,30.8,432,104.4,81,77,89,1,29.8
3/23/2020 3:30,84.7,30.8,431.6,104.5,79,77,94,3,29.8
3/23/2020 4:00,84.5,30.8,429.3,104.6,79,77,94,1,29.8
3/23/2020 4:30,84.8,30.8,434.4,104.5,79,77,94,2,29.8
3/23/2020 5:00,88.1,31,457.3,105,79,77,94,2,29.8
3/23/2020 5:30,94.2,31.6,490.8,107.2,79,77,94,3,29.8
3/23/2020 6:00,95.3,31.4,486.7,105.5,79,77,94,3,29.8
3/23/2020 6:30,101.4,31.9,539.3,114.9,79,75,89,3,29.83
3/23/2020 7:00,108.1,32.2,571.9,122.4,79,75,89,2,29.83
3/23/2020 7:30,128.1,31.1,768.6,202.6,81,75,84,2,29.83
3/23/2020 8:00,121.1,30.5,654.4,177.2,81,75,84,3,29.86
3/23/2020 8:30,91.9,32.7,614.8,137,82,75,79,3,29.86
3/23/2020 9:00,103.1,33.9,626.9,144,84,77,79,2,29.86
3/23/2020 9:30,114.9,34.2,629.4,144,84,75,74,5,29.86
3/23/2020 10:00,115,34,635,147.4,84,75,74,3,29.89
3/23/2020 10:30,131.5,33.2,856.3,241.8,82,77,84,3,29.86
3/23/2020 11:00,120.1,31.3,668.8,186,84,77,79,8,29.86
3/23/2020 11:30,123.8,31.5,674.1,186.4,82,77,84,7,29.86
3/23/2020 12:00,124.2,31.7,682.1,189.6,82,75,79,9,29.86
3/23/2020 12:30,125.7,32,698,194.2,82,75,79,8,29.83
3/23/2020 13:00,127.7,32.3,711.8,199.4,84,75,74,6,29.83
3/23/2020 13:30,127.1,32.3,701.9,198.6,84,75,74,5,29.8
3/23/2020 14:00,126.5,32.2,692.7,197.2,84,77,79,6,29.8
3/23/2020 14:30,126.3,31.8,691.2,193.2,84,77,79,5,29.77
3/23/2020 15:00,121.5,31.5,701.4,196.8,82,77,84,3,29.77
3/23/2020 15:30,116.2,30.9,633.4,177.3,77,75,94,13,29.77
3/23/2020 16:00,91.7,32.7,613.3,136.2,75,75,100,3,29.77
3/23/2020 16:30,104.8,33.4,638.4,144,77,75,94,7,29.77
3/23/2020 17:00,115.7,30.8,683.9,185.9,77,75,94,6,29.77
3/23/2020 17:30,92.7,31.7,600.2,141.4,77,75,94,3,29.77
3/23/2020 18:00,97.9,33.4,630.7,144,79,75,89,3,29.77
3/23/2020 18:30,107.3,33,610.9,138.9,77,75,94,3,29.77
3/23/2020 19:00,99.7,31.8,525.5,118.4,79,75,89,5,29.77
3/23/2020 19:30,90.3,30.8,479,111.3,79,75,89,3,29.8
3/23/2020 20:00,91.3,30.9,479.8,111.9,79,75,89,3,29.8
3/23/2020 20:30,91.3,31,482,113.8,79,75,89,2,29.8
3/23/2020 21:00,89.3,30.9,468.4,111.5,79,75,89,3,29.8
3/23/2020 21:30,88.3,31,466.5,112.4,79,75,89,1,29.83
3/23/2020 22:00,87.2,30.8,452.6,109.3,77,77,100,0,29.83
3/23/2020 22:30,87.1,30.8,450.8,108.7,79,77,94,1,29.83
3/23/2020 23:00,86.7,30.8,445,108,79,77,94,2,29.86
3/23/2020 23:30,86.5,30.9,444.1,109,79,77,94,2,29.86
3/24/2020 0:00,85.2,31,432.7,107.5,79,77,94,3,29.86
3/24/2020 0:30,83.6,30.9,420.6,104.9,77,77,100,2,29.83
3/24/2020 1:00,83.9,30.8,419.4,105,77,75,94,2,29.83
3/24/2020 1:30,83.5,30.6,408.1,102.1,77,77,100,2,29.8
3/24/2020 2:00,83,30.6,407.5,101.9,77,77,100,3,29.8
3/24/2020 2:30,82.1,30.5,400.3,100,77,77,100,2,29.8
3/24/2020 3:00,81.4,30.4,398.6,99.8,77,77,100,3,29.77
3/24/2020 3:30,82,30.3,402.8,99.3,77,77,100,3,29.77
3/24/2020 4:00,80.9,30.2,394.1,97.6,77,77,100,3,29.77
3/24/2020 4:30,81.8,30.3,401,98.7,77,75,94,2,29.77
3/24/2020 5:00,84,30.4,410.1,101.1,77,75,94,2,29.77
3/24/2020 5:30,85.8,30.6,418.6,103.3,77,75,94,2,29.77
3/24/2020 6:00,88.5,30.8,442.4,107,77,75,94,3,29.77
3/24/2020 6:30,92.9,31.3,465.4,114.2,77,75,94,2,29.77
3/24/2020 7:00,99,31.7,509.4,118.3,77,77,100,2,29.77
3/24/2020 7:30,111.6,33.2,625.3,143.3,81,77,89,2,29.77
3/24/2020 8:00,110.7,33.1,605.6,137,82,79,89,2,29.8
3/24/2020 8:30,110.7,33.2,599.3,134.5,82,77,84,5,29.8
3/24/2020 9:00,110.9,33.8,616,141.1,84,77,79,7,29.8
3/24/2020 9:30,111.9,34.1,626.9,143.7,86,77,74,5,29.83
3/24/2020 10:00,114,34.2,632.4,144,86,77,74,7,29.83
3/24/2020 10:30,114.9,34.3,636.8,144,88,75,66,8,29.83
3/24/2020 11:00,121.5,32.8,772.4,198.4,88,77,70,8,29.83
3/24/2020 11:30,121.6,31.5,674.3,191.6,90,75,62,8,29.8
3/24/2020 12:00,121.4,31.4,658.5,183,90,75,62,9,29.8
3/24/2020 12:30,124.8,31.7,676.2,188.8,88,75,66,9,29.8
3/24/2020 13:00,125.3,31.8,678.3,190.4,88,75,66,8,29.77
3/24/2020 13:30,125.2,31.7,672.9,188.7,88,75,66,9,29.77
3/24/2020 14:00,125.7,31.8,678.5,188.5,88,77,70,17,29.74
3/24/2020 14:30,124,31.8,715.5,202.1,88,77,70,15,29.74
3/24/2020 15:00,123.7,32.7,725.2,213.3,90,75,62,14,29.71
3/24/2020 15:30,124.8,32.9,737.2,216.7,88,73,62,13,29.71
3/24/2020 16:00,124.8,32.7,734.6,214.3,88,72,58,15,29.71
3/24/2020 16:30,124.8,32.7,728.7,213.6,86,73,66,14,29.71
3/24/2020 17:00,121.3,31.7,684.6,195.1,86,72,62,13,29.68
3/24/2020 17:30,118.5,31.3,658.9,185.7,86,72,62,14,29.71
3/24/2020 18:00,116.2,30.9,642.1,180.1,84,72,66,14,29.71
3/24/2020 18:30,107.8,30.6,597.1,159.1,84,73,70,10,29.71
3/24/2020 19:00,89.2,32.5,575.4,129.8,84,73,70,8,29.74
3/24/2020 19:30,94.5,31.9,501.3,112.1,82,75,79,8,29.74
3/24/2020 20:00,94,31.8,497.7,110.3,82,75,79,8,29.77
3/24/2020 20:30,92.9,31.5,485,106.7,82,75,79,7,29.77
3/24/2020 21:00,92.3,31.6,480,106.1,82,75,79,7,29.77
3/24/2020 21:30,90.9,31.5,464.7,101.6,82,75,79,6,29.77
3/24/2020 22:00,92.6,31.7,479.8,104.4,81,75,84,3,29.8
3/24/2020 22:30,91.7,31.7,475.2,102.9,81,75,84,3,29.8
3/24/2020 23:00,90.4,31.7,467.6,102,81,75,84,3,29.8
3/24/2020 23:30,91.1,31.8,474.2,103.2,81,75,84,3,29.8
3/25/2020 0:00,89.7,31.8,463.5,103.3,81,75,84,5,29.8
3/25/2020 0:30,87.8,31.5,444.4,100.2,81,75,84,5,29.77
3/25/2020 1:00,88,31.4,441.9,99,81,75,84,2,29.77
3/25/2020 1:30,87.3,31.3,434.5,97.5,81,75,84,2,29.77
3/25/2020 2:00,86.6,31.1,425.8,96,81,75,84,2,29.77
3/25/2020 2:30,86,31.1,426.8,96,79,77,94,2,29.77
3/25/2020 3:00,86,31.1,427.8,96,79,77,94,2,29.74
3/25/2020 3:30,85.5,31,423.2,96.3,79,77,94,2,29.74
3/25/2020 4:00,82.1,30.8,408.2,98.7,79,75,89,2,29.74
3/25/2020 4:30,82.8,31,416.6,101.3,79,75,89,2,29.74
3/25/2020 5:00,86.2,31.2,434.5,104.3,79,75,89,2,29.74
3/25/2020 5:30,86.8,31.2,435.6,105,79,75,89,2,29.74
3/25/2020 6:00,88.7,31.2,450.2,104.7,79,75,89,2,29.74
3/25/2020 6:30,95.5,32,499.2,109.4,79,75,89,2,29.74
3/25/2020 7:00,100.8,32.3,530.1,116.2,79,75,89,2,29.74
3/25/2020 7:30,114.1,33.6,628.2,144,82,75,79,2,29.77
3/25/2020 8:00,112.9,33.6,625.1,143.4,82,75,79,3,29.77
3/25/2020 8:30,112.3,33.7,621.8,143.9,84,77,79,6,29.77
3/25/2020 9:00,112.3,34,618.9,144,84,77,79,7,29.77
3/25/2020 9:30,113.3,34.3,620.7,143.4,84,75,74,6,29.8
3/25/2020 10:00,114.4,34.4,625.1,143.7,86,77,74,5,29.8
3/25/2020 10:30,115.7,34.4,632.7,144,86,77,74,6,29.8
3/25/2020 11:00,124.7,33.1,810.8,227.6,86,75,70,6,29.8
3/25/2020 11:30,120.3,31.6,650.9,188.2,86,77,74,10,29.8
3/25/2020 12:00,122,31.3,657.6,181.8,88,77,70,9,29.8
3/25/2020 12:30,124.2,31.6,674.5,187.1,86,75,70,12,29.77
3/25/2020 13:00,125.1,31.5,672.8,186.3,86,77,74,6,29.77
3/25/2020 13:30,126.7,31.7,683.9,189.6,88,77,70,9,29.77
3/25/2020 14:00,126.9,32.2,709.8,199,90,75,62,10,29.74
3/25/2020 14:30,123.4,31.1,679,182.8,90,73,59,12,29.71
3/25/2020 15:00,123.4,31.1,681,182.5,91,75,59,10,29.71
3/25/2020 15:30,121.3,31.1,680.7,182.2,91,73,55,12,29.71
3/25/2020 16:00,124.1,31.6,698.7,190.5,90,73,59,10,29.71
3/25/2020 16:30,125.5,31.5,699.4,190,90,73,59,12,29.68
3/25/2020 17:00,124,31.5,683.2,187.5,88,73,62,12,29.68
3/25/2020 17:30,123.9,31.6,686.4,190.1,88,75,66,10,29.68
3/25/2020 18:00,120.6,31,655.5,178.9,86,75,70,9,29.71
3/25/2020 18:30,117.6,30.7,643.9,174.3,86,75,70,12,29.71
3/25/2020 19:00,93.2,31.6,557,134.8,84,75,74,10,29.71
3/25/2020 19:30,93.4,33.3,547.3,127.7,84,75,74,12,29.71
3/25/2020 20:00,99.2,32.9,534.5,126.2,82,75,79,8,29.74
3/25/2020 20:30,97.2,32.4,518,128,82,77,84,7,29.74
3/25/2020 21:00,96.1,32.4,506.6,126.8,82,77,84,6,29.77
3/25/2020 21:30,94.9,32.3,499.1,125.1,82,77,84,7,29.77
3/25/2020 22:00,94.5,32.4,498.6,125.2,82,77,84,6,29.77
3/25/2020 22:30,92.8,32.3,489.5,123.2,82,77,84,5,29.8
3/25/2020 23:00,92.1,32.2,483.1,122.4,82,77,84,3,29.8
3/25/2020 23:30,92.3,32.3,482.3,123,82,77,84,5,29.8
3/26/2020 0:00,90.4,32.1,472.2,120.5,82,77,84,6,29.8
3/26/2020 0:30,88,31.7,447.6,114.4,82,77,84,6,29.8
3/26/2020 1:00,88.2,31.6,448.1,113.8,81,77,89,3,29.77
3/26/2020 1:30,87.4,31.5,435.7,111.6,81,77,89,5,29.77
3/26/2020 2:00,87.4,31.4,434.3,111,81,77,89,2,29.77
3/26/2020 4:30,83.4,31.2,421.7,108,81,77,89,5,29.74
3/26/2020 5:00,86.2,31.4,434.9,110.4,81,77,89,5,29.74
3/26/2020 5:30,87.9,31.5,443.5,112.9,81,77,89,2,29.74
3/26/2020 6:00,91.3,31.7,468.9,115.5,81,77,89,2,29.74
