Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,Name,Item,Kind,Hidden
5/20/2021,ID-AC,Aceh,199,3,2,194,12814,515,10521,1778,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,37.92,2442.04,0.57,98.15,4.02%,82.11%,1.35,0.33,,,,
5/20/2021,ID-BA,Bali,83,4,94,-15,46638,1467,44284,887,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,19.69,11061.70,0.95,347.95,3.15%,94.95%,0.74,0.50,,,,
5/20/2021,ID-BT,Banten,87,1,344,-258,48650,1237,46077,1336,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,8.11,4537.24,0.09,115.37,2.54%,94.71%,1.64,1.00,,,,
5/20/2021,ID-BE,Bengkulu,37,0,3,34,7545,175,6637,733,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,18.50,3773.37,0.00,87.52,2.32%,87.97%,1.06,1.00,,,,
5/20/2021,ID-JK,DKI Jakarta,895,20,96,779,421351,7022,405954,8375,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,82.52,38848.00,1.84,647.42,1.67%,96.35%,1.46,1.05,,,,
5/20/2021,ID-YO,Daerah Istimewa Yogyakarta,269,10,225,34,42793,1099,39454,2240,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,74.08,11785.41,2.75,302.67,2.57%,92.20%,1.19,1.00,,,,
5/20/2021,IDN,Indonesia,5797,218,4969,610,1758898,48887,1621572,88439,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,21.86,6632.71,0.82,184.35,2.78%,92.19%,1.19,1.14,,,,
5/20/2021,ID-JA,Jambi,83,6,46,31,8825,149,7198,1478,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,23.76,2526.22,1.72,42.65,1.69%,81.56%,1.84,6.00,,,,
5/20/2021,ID-JB,Jawa Barat,1332,14,1325,-7,302334,4045,269175,29114,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,29.49,6694.53,0.31,89.57,1.34%,89.03%,1.09,1.75,,,,
5/20/2021,ID-JT,Jawa Tengah,550,68,425,57,192207,9102,176006,7099,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,15.12,5285.63,1.87,250.30,4.74%,91.57%,1.36,1.28,,,,
5/20/2021,ID-JI,Jawa Timur,259,21,243,-5,152190,11125,139429,1636,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.40,3759.73,0.52,274.83,7.31%,91.62%,1.02,0.66,,,,
5/20/2021,ID-KB,Kalimantan Barat,128,0,42,86,9730,71,8807,852,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,23.60,1794.27,0.00,13.09,0.73%,90.51%,1.09,1.00,,,,
5/20/2021,ID-KS,Kalimantan Selatan,81,3,47,31,34076,995,32217,864,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,20.13,8470.19,0.75,247.32,2.92%,94.54%,1.47,1.00,,,,
5/20/2021,ID-KT,Kalimantan Tengah,94,0,87,7,21568,487,18746,2335,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,36.57,8391.27,0.00,189.47,2.26%,86.92%,1.15,1.00,,,,
5/20/2021,ID-KI,Kalimantan Timur,100,1,91,8,70504,1699,67821,984,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,28.15,19848.03,0.28,478.30,2.41%,96.19%,0.78,0.50,,,,
5/20/2021,ID-KU,Kalimantan Utara,33,0,3,30,11975,189,11328,458,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,50.89,18468.34,0.00,291.48,1.58%,94.60%,0.87,1.00,,,,
5/20/2021,ID-BB,Kepulauan Bangka Belitung,194,2,149,43,16246,249,14925,1072,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,140.60,11774.45,1.45,180.47,1.53%,91.87%,1.18,1.00,,,,
5/20/2021,ID-KR,Kepulauan Riau,205,0,281,-76,14033,301,11758,1974,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,106.25,7273.25,0.00,156.01,2.14%,83.79%,1.50,1.00,,,,
5/20/2021,ID-LA,Lampung,69,23,143,-97,17257,903,15145,1209,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,7.59,1897.29,2.53,99.28,5.23%,87.76%,1.08,11.50,,,,
5/20/2021,ID-MA,Maluku,7,0,5,2,7663,120,7233,310,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,3.79,4148.67,0.00,64.97,1.57%,94.39%,,1.00,,,,
5/20/2021,ID-MU,Maluku Utara,8,0,0,8,4463,120,4232,111,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.12,3412.59,0.00,91.76,2.69%,94.82%,4.00,1.00,,,,
5/20/2021,ID-NB,Nusa Tenggara Barat,16,1,11,4,10982,413,8060,2509,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.04,2083.77,0.19,78.36,3.76%,73.39%,0.30,1.00,,,,
5/20/2021,ID-NT,Nusa Tenggara Timur,12,1,57,-46,15707,408,14331,968,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.22,2902.62,0.18,75.40,2.60%,91.24%,1.20,,,,,
5/20/2021,ID-PA,Papua,0,0,0,0,20433,207,11455,8771,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,4707.69,0.00,47.69,1.01%,56.06%,1.00,1.00,,,,
5/20/2021,ID-PB,Papua Barat,6,0,0,6,9188,160,8905,123,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,5.26,8054.70,0.00,140.26,1.74%,96.92%,1.00,0.00,,,,
5/20/2021,ID-RI,Riau,421,11,596,-186,53117,1391,47840,3886,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,69.31,8744.83,1.81,229.01,2.62%,90.07%,1.09,0.65,,,,
5/20/2021,ID-SR,Sulawesi Barat,0,0,1,-1,5496,120,5332,44,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,3523.11,0.00,76.92,2.18%,97.02%,1.00,1.00,,,,
5/20/2021,ID-SN,Sulawesi Selatan,57,0,21,36,61852,936,60559,357,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,6.05,6561.23,0.00,99.29,1.51%,97.91%,1.46,1.00,,,,
5/20/2021,ID-ST,Sulawesi Tengah,8,3,71,-66,12732,356,12021,355,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,2.71,4307.80,1.02,120.45,2.80%,94.42%,1.00,,,,,
5/20/2021,ID-SG,Sulawesi Tenggara,15,0,2,13,10492,217,10031,244,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,5.69,3981.09,0.00,82.34,2.07%,95.61%,3.00,0.00,,,,
5/20/2021,ID-SA,Sulawesi Utara,7,2,10,-5,15734,539,14777,418,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.65,5955.60,0.76,204.02,3.43%,93.92%,2.33,,,,,
5/20/2021,ID-SB,Sumatera Barat,349,7,223,119,41253,913,37600,2740,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,63.23,7474.39,1.27,165.42,2.21%,91.14%,1.18,1.40,,,,
5/20/2021,ID-SS,Sumatera Selatan,95,15,123,-43,22658,1173,20622,863,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,11.56,2757.27,1.83,142.74,5.18%,91.01%,1.27,1.15,,,,
5/20/2021,ID-SU,Sumatera Utara,98,1,83,14,31008,1014,27593,2401,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.59,2084.59,0.07,68.17,3.27%,88.99%,1.07,1.00,,,,
5/21/2021,ID-AC,Aceh,176,9,102,65,12990,524,10623,1843,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,33.54,2475.58,1.72,99.86,4.03%,81.78%,0.88,3.00,,,,
5/21/2021,ID-BA,Bali,100,1,185,-86,46738,1468,44469,801,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,23.72,11085.41,0.24,348.18,3.14%,95.15%,1.20,0.25,,,,
5/21/2021,ID-BT,Banten,62,2,84,-24,48712,1239,46161,1312,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,5.78,4543.02,0.19,115.55,2.54%,94.76%,0.71,2.00,,,,
5/21/2021,ID-BE,Bengkulu,80,0,56,24,7625,175,6693,757,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,40.01,3813.38,0.00,87.52,2.30%,87.78%,2.16,1.00,,,,
5/21/2021,ID-JK,DKI Jakarta,856,16,100,740,422207,7038,406054,9115,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,78.92,38926.92,1.48,648.89,1.67%,96.17%,0.96,0.80,,,,
5/21/2021,ID-YO,Daerah Istimewa Yogyakarta,198,10,263,-75,42991,1109,39717,2165,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,54.53,11839.94,2.75,305.42,2.58%,92.38%,0.74,1.00,,,,
5/21/2021,IDN,Indonesia,5746,186,4570,990,1764644,49073,1626142,89429,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,21.67,6654.38,0.70,185.05,2.78%,92.15%,0.99,0.85,,,,
5/21/2021,ID-JA,Jambi,67,2,44,21,8892,151,7242,1499,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,19.18,2545.40,0.57,43.22,1.70%,81.44%,0.81,0.33,,,,
5/21/2021,ID-JB,Jawa Barat,1085,16,1482,-413,303419,4061,270657,28701,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,24.02,6718.56,0.35,89.92,1.34%,89.20%,0.81,1.14,,,,
5/21/2021,ID-JT,Jawa Tengah,653,43,159,451,192860,9145,176165,7550,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,17.96,5303.59,1.18,251.48,4.74%,91.34%,1.19,0.63,,,,
5/21/2021,ID-JI,Jawa Timur,244,16,177,51,152434,11141,139606,1687,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.03,3765.75,0.40,275.23,7.31%,91.58%,0.94,0.76,,,,
5/21/2021,ID-KB,Kalimantan Barat,117,0,162,-45,9847,71,8969,807,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,21.58,1815.85,0.00,13.09,0.72%,91.08%,0.91,1.00,,,,
5/21/2021,ID-KS,Kalimantan Selatan,85,2,64,19,34161,997,32281,883,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,21.13,8491.32,0.50,247.82,2.92%,94.50%,1.05,0.67,,,,
5/21/2021,ID-KT,Kalimantan Tengah,92,4,68,20,21660,491,18814,2355,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,35.79,8427.07,1.56,191.03,2.27%,86.86%,0.98,,,,,
5/21/2021,ID-KI,Kalimantan Timur,87,5,141,-59,70591,1704,67962,925,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,24.49,19872.52,1.41,479.70,2.41%,96.28%,0.87,5.00,,,,
5/21/2021,ID-KU,Kalimantan Utara,30,0,2,28,12005,189,11330,486,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,46.27,18514.61,0.00,291.48,1.57%,94.38%,0.91,1.00,,,,
5/21/2021,ID-BB,Kepulauan Bangka Belitung,240,1,88,151,16486,250,15013,1223,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,173.94,11948.39,0.72,181.19,1.52%,91.07%,1.24,0.50,,,,
5/21/2021,ID-KR,Kepulauan Riau,236,9,46,181,14269,310,11804,2155,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,122.32,7395.56,4.66,160.67,2.17%,82.72%,1.15,,,,,
5/21/2021,ID-LA,Lampung,86,0,101,-15,17343,903,15246,1194,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,9.46,1906.75,0.00,99.28,5.21%,87.91%,1.25,0.00,,,,
5/21/2021,ID-MA,Maluku,8,0,52,-44,7671,120,7285,266,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,4.33,4153.00,0.00,64.97,1.56%,94.97%,1.14,1.00,,,,
5/21/2021,ID-MU,Maluku Utara,2,0,0,2,4465,120,4232,113,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,3414.12,0.00,91.76,2.69%,94.78%,0.25,1.00,,,,
5/21/2021,ID-NB,Nusa Tenggara Barat,35,5,4,26,11017,418,8064,2535,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,6.64,2090.41,0.95,79.31,3.79%,73.20%,2.19,5.00,,,,
5/21/2021,ID-NT,Nusa Tenggara Timur,16,2,17,-3,15723,410,14348,965,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,2.96,2905.58,0.37,75.77,2.61%,91.25%,1.33,2.00,,,,
5/21/2021,ID-PA,Papua,0,0,0,0,20433,207,11455,8771,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,4707.69,0.00,47.69,1.01%,56.06%,1.00,1.00,,,,
5/21/2021,ID-PB,Papua Barat,30,2,43,-15,9218,162,8948,108,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,26.30,8081.00,1.75,142.02,1.76%,97.07%,5.00,,,,,
5/21/2021,ID-RI,Riau,512,17,648,-153,53629,1408,48488,3733,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,84.29,8829.13,2.80,231.80,2.63%,90.41%,1.22,1.55,,,,
5/21/2021,ID-SR,Sulawesi Barat,1,0,6,-5,5497,120,5338,39,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,3523.75,0.00,76.92,2.18%,97.11%,,1.00,,,,
5/21/2021,ID-SN,Sulawesi Selatan,54,1,37,16,61906,937,60596,373,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,5.73,6566.96,0.11,99.40,1.51%,97.88%,0.95,,,,,
5/21/2021,ID-ST,Sulawesi Tengah,7,0,23,-16,12739,356,12044,339,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,2.37,4310.17,0.00,120.45,2.79%,94.54%,0.88,0.00,,,,
5/21/2021,ID-SG,Sulawesi Tenggara,1,0,3,-2,10493,217,10034,242,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.38,3981.47,0.00,82.34,2.07%,95.63%,0.07,1.00,,,,
5/21/2021,ID-SA,Sulawesi Utara,2,0,27,-25,15736,539,14804,393,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.76,5956.36,0.00,204.02,3.43%,94.08%,0.29,0.00,,,,
5/21/2021,ID-SB,Sumatera Barat,362,10,314,38,41615,923,37914,2778,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,65.59,7539.98,1.81,167.23,2.22%,91.11%,1.04,1.43,,,,
5/21/2021,ID-SS,Sumatera Selatan,120,6,63,51,22778,1179,20685,914,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,14.60,2771.87,0.73,143.47,5.18%,90.81%,1.26,0.40,,,,
5/21/2021,ID-SU,Sumatera Utara,97,4,109,-16,31105,1018,27702,2385,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,6.52,2091.11,0.27,68.44,3.27%,89.06%,0.99,4.00,,,,
5/22/2021,ID-AC,Aceh,135,6,9,120,13125,530,10632,1963,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,25.73,2501.31,1.14,101.01,4.04%,81.01%,0.77,0.67,,,,
5/22/2021,ID-BA,Bali,50,5,83,-38,46788,1473,44552,763,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,11.86,11097.27,1.19,349.37,3.15%,95.22%,0.50,5.00,,,,
5/22/2021,ID-BT,Banten,66,4,100,-38,48778,1243,46261,1274,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,6.16,4549.18,0.37,115.93,2.55%,94.84%,1.06,2.00,,,,
5/22/2021,ID-BE,Bengkulu,60,0,50,10,7685,175,6743,767,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,30.01,3843.39,0.00,87.52,2.28%,87.74%,0.75,1.00,,,,
5/22/2021,ID-JK,DKI Jakarta,932,12,397,523,423139,7050,406451,9638,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,85.93,39012.85,1.11,650.00,1.67%,96.06%,1.09,0.75,,,,
5/22/2021,ID-YO,Daerah Istimewa Yogyakarta,138,6,212,-80,43129,1115,39929,2085,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,38.01,11877.95,1.65,307.08,2.59%,92.58%,0.70,0.60,,,,
5/22/2021,IDN,Indonesia,5296,132,3353,1811,1769940,49205,1629495,91240,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,19.97,6674.35,0.50,185.55,2.78%,92.06%,0.92,0.71,,,,
5/22/2021,ID-JA,Jambi,63,4,57,2,8955,155,7299,1501,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,18.03,2563.44,1.15,44.37,1.73%,81.51%,0.94,2.00,,,,
5/22/2021,ID-JB,Jawa Barat,997,15,637,345,304416,4076,271294,29046,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,22.08,6740.63,0.33,90.25,1.34%,89.12%,0.92,0.94,,,,
5/22/2021,ID-JT,Jawa Tengah,486,31,117,338,193346,9176,176282,7888,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,13.36,5316.95,0.85,252.34,4.75%,91.17%,0.74,0.72,,,,
5/22/2021,ID-JI,Jawa Timur,233,16,196,21,152667,11157,139802,1708,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,5.76,3771.51,0.40,275.62,7.31%,91.57%,0.95,1.00,,,,
5/22/2021,ID-KB,Kalimantan Barat,84,8,64,12,9931,79,9033,819,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,15.49,1831.34,1.48,14.57,0.80%,90.96%,0.72,,,,,
5/22/2021,ID-KS,Kalimantan Selatan,48,1,27,20,34209,998,32308,903,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,11.93,8503.25,0.25,248.07,2.92%,94.44%,0.56,0.50,,,,
5/22/2021,ID-KT,Kalimantan Tengah,96,0,13,83,21756,491,18827,2438,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,37.35,8464.42,0.00,191.03,2.26%,86.54%,1.04,0.00,,,,
5/22/2021,ID-KI,Kalimantan Timur,99,0,72,27,70690,1704,68034,952,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,27.87,19900.39,0.00,479.70,2.41%,96.24%,1.14,0.00,,,,
5/22/2021,ID-KU,Kalimantan Utara,33,0,15,18,12038,189,11345,504,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,50.89,18565.50,0.00,291.48,1.57%,94.24%,1.10,1.00,,,,
5/22/2021,ID-BB,Kepulauan Bangka Belitung,190,1,66,123,16676,251,15079,1346,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,137.70,12086.10,0.72,181.91,1.51%,90.42%,0.79,1.00,,,,
5/22/2021,ID-KR,Kepulauan Riau,174,0,60,114,14443,310,11864,2269,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,90.18,7485.75,0.00,160.67,2.15%,82.14%,0.74,0.00,,,,
5/22/2021,ID-LA,Lampung,70,6,56,8,17413,909,15302,1202,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,7.70,1914.44,0.66,99.94,5.22%,87.88%,0.81,,,,,
5/22/2021,ID-MA,Maluku,0,0,0,0,7671,120,7285,266,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,4153.00,0.00,64.97,1.56%,94.97%,0.00,1.00,,,,
5/22/2021,ID-MU,Maluku Utara,7,0,0,7,4472,120,4232,120,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,5.35,3419.48,0.00,91.76,2.68%,94.63%,3.50,1.00,,,,
